clusterNumber	bestScore_x	Organism_x	Score_x	proteinID_x	Bootstrap_x	bestScore_y	Organism_y	Score_y	proteinID_y	Bootstrap_y
3102	1455	H.sapiens	1.0	Q8TAD4	100%	1455	M.musculus	1.0	Q8R4H9	100%
3103	1454	H.sapiens	1.0	Q8N957	100%	1454	M.musculus	1.0	F6RWQ6	100%
3104	1454	H.sapiens	1.0	Q6IWH7	100%	1454	M.musculus	1.0	Q14AT5	100%
3105	1454	H.sapiens	1.0	Q8IXK0	100%	1454	M.musculus	1.0	Q9QWH1	100%
3106	1453	H.sapiens	1.0	P02730	100%	1453	M.musculus	1.0	P04919	100%
3107	1453	H.sapiens	1.0	Q8NBS3	100%	1453	M.musculus	1.0	A2AJN7	100%
3108	1453	H.sapiens	1.0	Q5K4E3	100%	1453	M.musculus	1.0	Q5K2P8	100%
3109	1453	H.sapiens	1.0	Q8TDY4	100%	1453	M.musculus	1.0	Q5U464	100%
3110	1452	H.sapiens	1.0	P26010	100%	1452	M.musculus	1.0	P26011	100%
3111	1452	H.sapiens	1.0	Q8TBE0	100%	1452	M.musculus	1.0	Q497V6	100%
3112	1452	H.sapiens	1.0	Q6P5Z2	100%	1452	M.musculus	1.0	Q8K045	100%
3113	1452	H.sapiens	1.0	Q9HCC9	100%	1452	M.musculus	1.0	Q6ZPK7	100%
3114	1452	H.sapiens	1.0	Q96JP9	100%	1452	M.musculus	1.0	Q8VHP6	100%
3115	1451	H.sapiens	1.0	O14641	100%	1451	M.musculus	1.0	Q60838	100%
3116	1451	H.sapiens	1.0	P14923	100%	1451	M.musculus	1.0	Q02257	100%
3117	1451	H.sapiens	1.0	O75113	100%	1451	M.musculus	1.0	Q6A037	100%
3118	1451	H.sapiens	1.0	Q13619	100%	1451	M.musculus	1.0	Q3TCH7	100%
3119	1451	H.sapiens	1.0	A6NFQ2	100%	1451	M.musculus	1.0	Q921K8	100%
3120	1451	H.sapiens	1.0	Q9NRL3	100%	1451	M.musculus	1.0	P58404	100%
3121	1451	H.sapiens	1.0	Q6P3X3	100%	1451	M.musculus	1.0	Q8CD92	100%
3122	1451	H.sapiens	1.0	Q8NFT8	100%	1451	M.musculus	1.0	Q8JZM4	100%
3123	1451	H.sapiens	1.0	Q9ULC8	100%	1451	M.musculus	1.0	Q5Y5T5	100%
3124	1451	H.sapiens	1.0	Q92870	100%	1451	M.musculus	1.0	Q9DBR4	100%
3125	1450	H.sapiens	1.0	O75362	100%	1450	M.musculus	1.0	Q3U0X6	100%
3126	1450	H.sapiens	1.0	A1A4S6	100%	1450	M.musculus	1.0	Q6Y5D8	100%
3127	1450	H.sapiens	1.0	P29120	100%	1450	M.musculus	1.0	P63239	100%
3128	1450	H.sapiens	1.0	Q6NSJ5	100%	1450	M.musculus	1.0	Q66JT1	100%
3129	1450	H.sapiens	1.0	Q9Y222	100%	1450	M.musculus	1.0	Q8CE22	100%
3130	1449	H.sapiens	1.0	Q9Y4K0	100%	1449	M.musculus	1.0	P58022	100%
3131	1449	H.sapiens	1.0	Q92556	100%	1449	M.musculus	1.0	Q8BPU7	100%
3132	1449	H.sapiens	1.0	Q9Y5B0	100%	1449	M.musculus	1.0	Q7TSG2	100%
3133	1448	H.sapiens	1.0	P78352	100%	1448	M.musculus	1.0	Q62108	100%
3134	1448	H.sapiens	1.0	O95267	100%	1448	M.musculus	1.0	Q9Z1S3	100%
3135	1448	H.sapiens	1.0	Q13387	100%	1448	M.musculus	1.0	Q9ERE9	100%
3136	1448	H.sapiens	1.0	Q8IY81	100%	1448	M.musculus	1.0	Q9DBE9	100%
3137	1447	H.sapiens	1.0	O15111	100%	1447	M.musculus	1.0	Q60680	100%
3138	1447	H.sapiens	1.0	Q8IYE0	100%	1447	M.musculus	1.0	E9Q9F7	100%
3139	1447	H.sapiens	1.0	O95140	100%	1447	M.musculus	1.0	Q80U63	100%
3140	1446	H.sapiens	1.0	P47712	100%	1446	M.musculus	1.0	P47713	100%
3141	1446	H.sapiens	1.0	Q8N573	100%	1446	M.musculus	1.0	Q4KMM3	100%
3142	1446	H.sapiens	1.0	Q9UPN7	100%	1446	M.musculus	1.0	Q7TSI3	100%
3143	1445	H.sapiens	1.0	O14639	100%	1445	M.musculus	1.0	Q8K4G5	100%
3144	1445	H.sapiens	1.0	Q8TDD1	100%	1445	M.musculus	1.0	Q8K4L0	100%
3145	1445	H.sapiens	1.0	Q9NQX3	100%	1445	M.musculus	1.0	Q8BUV3	100%
3146	1444	H.sapiens	1.0	Q8TB24	100%	1444	M.musculus	1.0	P59729	100%
3147	1444	H.sapiens	1.0	O15075	100%	1444	M.musculus	1.0	Q9JLM8	100%
3148	1444	H.sapiens	1.0	Q6ULP2	100%	1444	M.musculus	1.0	Q80WT5	100%
3149	1443	H.sapiens	1.0	P48764	100%	1443	M.musculus	1.0	G3X939	100%
3150	1443	H.sapiens	1.0	P42226	100%	1443	M.musculus	1.0	P52633	100%
3151	1443	H.sapiens	1.0	Q9UBC3	100%	1443	M.musculus	1.0	O88509	100%
3152	1443	H.sapiens	1.0	Q8N608	100%	1443	M.musculus	1.0	Q6NXK7	100%
3153	1443	H.sapiens	1.0	Q9ULD2	100%	1443	M.musculus	1.0	Q5HZI1	100%
3154	1442	H.sapiens	1.0	O14511	100%	1442	M.musculus	1.0	P56974	100%
3155	1442	H.sapiens	1.0	P46459	100%	1442	M.musculus	1.0	P46460	100%
3156	1442	H.sapiens	1.0	Q5VUJ6	100%	1442	M.musculus	1.0	Q3UMG5	100%
3157	1441	H.sapiens	1.0	Q96R06	100%	1441	M.musculus	1.0	Q7TME2	100%
3158	1441	H.sapiens	1.0	Q9UMS5	100%	1441	M.musculus	1.0	Q9QZ09	100%
3159	1440	H.sapiens	1.0	Q96MU7	100%	1440	M.musculus	1.0	E9PW44	100%
3160	1440	H.sapiens	1.0	P48147	100%	1440	M.musculus	1.0	Q9QUR6	100%
3161	1440	H.sapiens	1.0	Q8N137	100%	1440	M.musculus	1.0	Q8CB62	100%
3162	1439	H.sapiens	1.0	Q6MZP7	100%	1439	M.musculus	1.0	Q571G4	100%
3163	1439	H.sapiens	1.0	O95754	100%	1439	M.musculus	1.0	Q9Z123	100%
3164	1439	H.sapiens	1.0	Q12996	100%	1439	M.musculus	1.0	Q99LI7	100%
3165	1439	H.sapiens	1.0	Q9H9A5	100%	1439	M.musculus	1.0	Q8BH15	100%
3166	1438	H.sapiens	1.0	P07900	100%	1438	M.musculus	1.0	P07901	100%
3167	1438	H.sapiens	1.0	O15066	100%	1438	M.musculus	1.0	Q61771	100%
3168	1438	H.sapiens	1.0	Q5W0V3	100%	1438	M.musculus	1.0	Q8CDM8	100%
3169	1438	H.sapiens	1.0	Q9UKY4	100%	1438	M.musculus	1.0	Q8BGQ4	100%
3170	1437	H.sapiens	1.0	P32926	100%	1437	M.musculus	1.0	O35902	100%
3171	1437	H.sapiens	1.0	Q15418	100%	1437	M.musculus	1.0	P18653	100%
3172	1436	H.sapiens	1.0	O94868	100%	1436	M.musculus	1.0	Q3USJ8	100%
3173	1436	H.sapiens	1.0	O00548	100%	1436	M.musculus	1.0	Q61483	100%
3174	1436	H.sapiens	1.0	Q93033	100%	1436	M.musculus	1.0	A8E0Y8	100%
3175	1436	H.sapiens	1.0	Q674X7	100%	1436	M.musculus	1.0	Q69ZS8	100%
3176	1436	H.sapiens	1.0	Q8TEJ3	100%	1436	M.musculus	1.0	Q8C120	100%
3177	1435	H.sapiens	1.0	P12036	100%	1435	M.musculus	1.0	P19246	100%
3178	1435	H.sapiens	1.0	O94989	100%	1435	M.musculus	1.0	Q5FWH6	100%
3179	1435	H.sapiens	1.0	Q6P3S6	100%	1435	M.musculus	1.0	Q6PDJ6	100%
3180	1435	H.sapiens	1.0	Q8IU80	100%	1435	M.musculus	1.0	Q9DBI0	100%
3181	1434	H.sapiens	1.0	Q3KQU3	100%	1434	M.musculus	1.0	A2AJI0	100%
3182	1433	H.sapiens	1.0	Q5VZE5	100%	1433	M.musculus	1.0	Q6PHQ8	100%
3183	1433	H.sapiens	1.0	Q5JYT7	100%	1433	M.musculus	1.0	Q8BWG4	100%
3184	1433	H.sapiens	1.0	Q9H1V8	100%	1433	M.musculus	1.0	Q8BJI1	100%
3185	1433	H.sapiens	1.0	Q9UBB6	100%	1433	M.musculus	1.0	Q9Z0E0	100%
3186	1432	H.sapiens	1.0	A8MYU2	100%	1432	M.musculus	1.0	O54982	100%
3187	1431	H.sapiens	1.0	P07202	100%	1431	M.musculus	1.0	P35419	100%
3188	1431	H.sapiens	1.0	Q12884	100%	1431	M.musculus	1.0	P97321	100%
3189	1430	H.sapiens	1.0	Q8IX07	100%	1430	M.musculus	1.0	O35615	100%
3190	1430	H.sapiens	1.0	Q14003	100%	1430	M.musculus	1.0	Q63959	100%
3191	1430	H.sapiens	1.0	P52272	100%	1430	M.musculus	1.0	Q9D0E1	100%
3192	1430	H.sapiens	1.0	Q8NHY2	100%	1430	M.musculus	1.0	Q9R1A8	100%
3193	1429	H.sapiens	1.0	Q14765	100%	1429	M.musculus	1.0	P42228	100%
3194	1429	H.sapiens	1.0	Q8NBP0	100%	1429	M.musculus	1.0	E9Q723	100%
3195	1429	H.sapiens	1.0	Q5U5R9	100%	1429	M.musculus	1.0	Q8CDU6	100%
3196	1429	H.sapiens	1.0	Q9NVE7	100%	1429	M.musculus	1.0	Q80YV4	100%
3197	1428	H.sapiens	1.0	P23109	100%	1428	M.musculus	1.0	Q3V1D3	100%
3198	1428	H.sapiens	1.0	P47897	100%	1428	M.musculus	1.0	Q8BML9	100%
3199	1428	H.sapiens	1.0	O60568	100%	1428	M.musculus	1.0	Q9R0E1	100%
3200	1428	H.sapiens	1.0	P26639	100%	1428	M.musculus	1.0	Q9D0R2	100%
3201	1428	H.sapiens	1.0	Q5KU26	100%	1428	M.musculus	1.0	Q8K4Q8	100%
3202	1428	H.sapiens	1.0	Q8N8K9	100%	1428	M.musculus	1.0	Q8C4P0	100%
3203	1428	H.sapiens	1.0	Q8WVB6	100%	1428	M.musculus	1.0	Q8BIW9	100%
3204	1428	H.sapiens	1.0	Q9Y620	100%	1428	M.musculus	1.0	Q6PFE3	100%
3205	1428	H.sapiens	1.0	Q9Y6F6	100%	1428	M.musculus	1.0	Q9WUX5	100%
3206	1426	H.sapiens	1.0	P08238	100%	1426	M.musculus	1.0	P11499	100%
3207	1426	H.sapiens	1.0	Q96MT7	100%	1426	M.musculus	1.0	E9Q5M6	100%
3208	1426	H.sapiens	1.0	Q8N8U9	100%	1426	M.musculus	1.0	Q8CJ69	100%
3209	1426	H.sapiens	1.0	Q8N3D4	100%	1426	M.musculus	1.0	Q99MS7	100%
3210	1425	H.sapiens	1.0	Q008S8	100%	1425	M.musculus	1.0	F7CKP4	100%
3211	1425	H.sapiens	1.0	Q6UXY8	100%	1425	M.musculus	1.0	Q32NZ6	100%
3212	1425	H.sapiens	1.0	Q99743	100%	1425	M.musculus	1.0	P97460	100%
3213	1425	H.sapiens	1.0	P53814	100%	1425	M.musculus	1.0	Q921U8	100%
3214	1424	H.sapiens	1.0	P00747	100%	1424	M.musculus	1.0	P20918	100%
3215	1424	H.sapiens	1.0	P26012	100%	1424	M.musculus	1.0	Q0VBD0	100%
3216	1424	H.sapiens	1.0	Q92698	100%	1424	M.musculus	1.0	P70270	100%
3217	1424	H.sapiens	1.0	Q15052	100%	1424	M.musculus	1.0	Q8K4I3	100%
3218	1424	H.sapiens	1.0	Q7L0X0	100%	1424	M.musculus	1.0	Q9DBY4	100%
3219	1424	H.sapiens	1.0	Q9Y223	100%	1424	M.musculus	1.0	Q91WG8	100%
3220	1423	H.sapiens	1.0	P46977	100%	1423	M.musculus	1.0	P46978	100%
3221	1423	H.sapiens	1.0	Q8N568	100%	1423	M.musculus	1.0	Q6PGN3	100%
3222	1423	H.sapiens	1.0	Q4V328	100%	1423	M.musculus	1.0	Q8VD04	100%
3223	1422	H.sapiens	1.0	O00522	100%	1422	M.musculus	1.0	Q6S5J6	100%
3224	1421	H.sapiens	1.0	P39086	100%	1421	M.musculus	1.0	Q60934	100%
3225	1421	H.sapiens	1.0	O00462	100%	1421	M.musculus	1.0	Q8K2I4	100%
3226	1421	H.sapiens	1.0	Q13330	100%	1421	M.musculus	1.0	Q8K4B0	100%
3227	1421	H.sapiens	1.0	Q8WTT2	100%	1421	M.musculus	1.0	Q8VI84	100%
3228	1421	H.sapiens	1.0	Q76G19	100%	1421	M.musculus	1.0	Q9QY39	100%
3229	1421	H.sapiens	1.0	Q9UIG8	100%	1421	M.musculus	1.0	Q8R3L5	100%
3230	1420	H.sapiens	1.0	P22033	100%	1420	M.musculus	1.0	P16332	100%
3231	1420	H.sapiens	1.0	Q99550	100%	1420	M.musculus	1.0	A6H5Y1	100%
3232	1420	H.sapiens	1.0	Q6QNK2	100%	1420	M.musculus	1.0	Q80T32	100%
3233	1420	H.sapiens	1.0	O75815	100%	1420	M.musculus	1.0	Q9QZK2	100%
3234	1420	H.sapiens	1.0	Q9C0B5	100%	1420	M.musculus	1.0	Q8VDZ4	100%
3235	1419	H.sapiens	1.0	O60447	100%	1419	M.musculus	1.0	P97366	100%
3236	1419	H.sapiens	1.0	Q15349	100%	1419	M.musculus	1.0	Q9WUT3	100%
3237	1418	H.sapiens	1.0	Q9Y2D5	100%	1418	M.musculus	1.0	F7AA26	100%
3238	1418	H.sapiens	1.0	Q5U5Z8	100%	1418	M.musculus	1.0	Q8CDK2	100%
3239	1418	H.sapiens	1.0	Q92609	100%	1418	M.musculus	1.0	Q80XQ2	100%
3240	1418	H.sapiens	1.0	Q96PQ7	100%	1418	M.musculus	1.0	Q6PFE1	100%
3241	1418	H.sapiens	1.0	Q9Y2G8	100%	1418	M.musculus	1.0	Q80TN4	100%
3242	1418	H.sapiens	1.0	Q96JB6	100%	1418	M.musculus	1.0	Q924C6	100%
3243	1417	H.sapiens	1.0	O60645	100%	1417	M.musculus	1.0	Q6KAR6	100%
3244	1417	H.sapiens	1.0	P0C7U0	100%	1417	M.musculus	1.0	Q8C8T7	100%
3245	1417	H.sapiens	1.0	Q9NPR2	100%	1417	M.musculus	1.0	Q62179	100%
3246	1417	H.sapiens	1.0	Q9UP83	100%	1417	M.musculus	1.0	Q8C0L8	100%
3247	1416	H.sapiens	1.0	Q14D04	100%	1416	M.musculus	1.0	A1A535	100%
3248	1416	H.sapiens	1.0	Q14574	100%	1416	M.musculus	1.0	P55850	100%
3249	1416	H.sapiens	1.0	Q96MK2	100%	1416	M.musculus	1.0	A1L3T7	100%
3250	1416	H.sapiens	1.0	Q7LBE3	100%	1416	M.musculus	1.0	Q8BU91	100%
3251	1416	H.sapiens	1.0	Q8TCS8	100%	1416	M.musculus	1.0	Q8K1R3	100%
3252	1416	H.sapiens	1.0	Q9C026	100%	1416	M.musculus	1.0	Q8C7M3	100%
3253	1416	H.sapiens	1.0	Q9Y2K1	100%	1416	M.musculus	1.0	Q91VL9	100%
3254	1415	H.sapiens	1.0	P10243	100%	1415	M.musculus	1.0	P51960	100%
3255	1415	H.sapiens	1.0	P50416	100%	1415	M.musculus	1.0	P97742	100%
3256	1415	H.sapiens	1.0	Q6ZWE6	100%	1415	M.musculus	1.0	Q8BM47	100%
3257	1415	H.sapiens	1.0	Q9BQF6	100%	1415	M.musculus	1.0	Q8BUH8	100%
3258	1414	H.sapiens	1.0	P83436	100%	1414	M.musculus	1.0	Q3UM29	100%
3259	1414	H.sapiens	1.0	O00429	100%	1414	M.musculus	1.0	Q8K1M6	100%
3260	1414	H.sapiens	1.0	O00469	100%	1414	M.musculus	1.0	Q9R0B9	100%
3261	1414	H.sapiens	1.0	Q9P246	100%	1414	M.musculus	1.0	P83093	100%
3262	1414	H.sapiens	1.0	Q96HU1	100%	1414	M.musculus	1.0	Q8VCZ6	100%
3263	1414	H.sapiens	1.0	Q9UJV3	100%	1414	M.musculus	1.0	Q9QUS6	100%
3264	1413	H.sapiens	1.0	Q04759	100%	1413	M.musculus	1.0	Q02111	100%
3265	1413	H.sapiens	1.0	Q8N3V7	100%	1413	M.musculus	1.0	Q8CC35	100%
3266	1412	H.sapiens	1.0	Q8TEQ0	100%	1412	M.musculus	1.0	Q9D3S3	100%
3267	1411	H.sapiens	1.0	O14920	100%	1411	M.musculus	1.0	O88351	100%
3268	1411	H.sapiens	1.0	O94929	100%	1411	M.musculus	1.0	Q69ZX8	100%
3269	1411	H.sapiens	1.0	Q86XN7	100%	1411	M.musculus	1.0	Q5PRE5	100%
3270	1411	H.sapiens	1.0	Q4KMP7	100%	1411	M.musculus	1.0	Q8BHL3	100%
3271	1411	H.sapiens	1.0	O60488	100%	1411	M.musculus	1.0	Q9QUJ7	100%
3272	1411	H.sapiens	1.0	Q92613	100%	1411	M.musculus	1.0	Q6IE82	100%
3273	1411	H.sapiens	1.0	Q9NYF5	100%	1411	M.musculus	1.0	Q8K2H3	100%
3274	1410	H.sapiens	1.0	P51003	100%	1410	M.musculus	1.0	Q61183	100%
3275	1410	H.sapiens	1.0	O94874	100%	1410	M.musculus	1.0	Q8CCJ3	100%
3276	1410	H.sapiens	1.0	P57078	100%	1410	M.musculus	1.0	Q9ERK0	100%
3277	1409	H.sapiens	1.0	Q86UE8	100%	1409	M.musculus	1.0	O55047	100%
3278	1409	H.sapiens	1.0	Q93063	100%	1409	M.musculus	1.0	P70428	100%
3279	1409	H.sapiens	1.0	Q9HBZ2	100%	1409	M.musculus	1.0	Q61324	100%
3280	1409	H.sapiens	1.0	Q96JJ3	100%	1409	M.musculus	1.0	Q8BHL5	100%
3281	1408	H.sapiens	1.0	P27987	100%	1408	M.musculus	1.0	B2RXC2	100%
3282	1408	H.sapiens	1.0	Q5W041	100%	1408	M.musculus	1.0	A2AU72	100%
3283	1408	H.sapiens	1.0	P78316	100%	1408	M.musculus	1.0	Q8R3N1	100%
3284	1408	H.sapiens	1.0	Q08379	100%	1408	M.musculus	1.0	Q921M4	100%
3285	1408	H.sapiens	1.0	Q71SY5	100%	1408	M.musculus	1.0	Q8VCB2	100%
3286	1408	H.sapiens	1.0	Q92523	100%	1408	M.musculus	1.0	Q924X2	100%
3287	1408	H.sapiens	1.0	Q9UHD2	100%	1408	M.musculus	1.0	Q9WUN2	100%
3288	1407	H.sapiens	1.0	P27986	100%	1407	M.musculus	1.0	P26450	100%
3289	1407	H.sapiens	1.0	Q03167	100%	1407	M.musculus	1.0	O88393	100%
3290	1407	H.sapiens	1.0	Q2KHM9	100%	1407	M.musculus	1.0	Q6A000	100%
3291	1407	H.sapiens	1.0	Q9Y4J8	100%	1407	M.musculus	1.0	Q9D2N4	100%
3292	1406	H.sapiens	1.0	Q5T7N3	100%	1406	M.musculus	1.0	Q6P9J5	100%
3293	1406	H.sapiens	1.0	Q9UGI6	100%	1406	M.musculus	1.0	P58391	100%
3294	1406	H.sapiens	1.0	Q9H3C7	100%	1406	M.musculus	1.0	Q5SV77	100%
3295	1406	H.sapiens	1.0	Q13488	100%	1406	M.musculus	1.0	Q9JHF5	100%
3296	1406	H.sapiens	1.0	Q9NQ86	100%	1406	M.musculus	1.0	Q80WG7	100%
3297	1406	H.sapiens	1.0	Q9P1W3	100%	1406	M.musculus	1.0	Q8CBX0	100%
3298	1404	H.sapiens	1.0	Q2NL82	100%	1404	M.musculus	1.0	Q5SWD9	100%
3299	1404	H.sapiens	1.0	A8K7I4	100%	1404	M.musculus	1.0	Q9D7Z6	100%
3300	1404	H.sapiens	1.0	P51178	100%	1404	M.musculus	1.0	Q8R3B1	100%
3301	1404	H.sapiens	1.0	Q7Z7M9	100%	1404	M.musculus	1.0	Q8C102	100%
3302	1404	H.sapiens	1.0	Q8TB22	100%	1404	M.musculus	1.0	Q80YT5	100%
3303	1404	H.sapiens	1.0	Q9UBL0	100%	1404	M.musculus	1.0	Q9DCB4	100%
3304	1404	H.sapiens	1.0	Q9HAQ2	100%	1404	M.musculus	1.0	Q9WV04	100%
3305	1403	H.sapiens	1.0	Q6ZMZ0	100%	1403	M.musculus	1.0	A2A7Q9	100%
3306	1403	H.sapiens	1.0	P54253	100%	1403	M.musculus	1.0	P54254	100%
3307	1403	H.sapiens	1.0	Q99767	100%	1403	M.musculus	1.0	P98084	100%
3308	1403	H.sapiens	1.0	Q9HBE1	100%	1403	M.musculus	1.0	Q5NBY9	100%
3309	1403	H.sapiens	1.0	Q9Y5V3	100%	1403	M.musculus	1.0	Q9QYH6	100%
3310	1402	H.sapiens	1.0	P24723	100%	1402	M.musculus	1.0	P23298	100%
3311	1402	H.sapiens	1.0	Q8IVU1	100%	1402	M.musculus	1.0	Q8BQC3	100%
3312	1402	H.sapiens	1.0	Q9Y2M0	100%	1402	M.musculus	1.0	Q69ZT1	100%
3313	1402	H.sapiens	1.0	Q9NP78	100%	1402	M.musculus	1.0	Q9JJ59	100%
3314	1401	H.sapiens	1.0	Q13427	100%	1401	M.musculus	1.0	A2AR02	100%
3315	1401	H.sapiens	1.0	P04150	100%	1401	M.musculus	1.0	P06537	100%
3316	1401	H.sapiens	1.0	Q76FK4	100%	1401	M.musculus	1.0	Q3UHX0	100%
3317	1400	H.sapiens	1.0	Q9NZN1	100%	1400	M.musculus	1.0	P59823	100%
3318	1400	H.sapiens	1.0	Q8N436	100%	1400	M.musculus	1.0	Q9D2L5	100%
3319	1399	H.sapiens	1.0	O15409	100%	1399	M.musculus	1.0	P58463	100%
3320	1399	H.sapiens	1.0	A0AVK6	100%	1399	M.musculus	1.0	Q58FA4	100%
3321	1399	H.sapiens	1.0	A5YM72	100%	1399	M.musculus	1.0	Q6ZPS2	100%
3322	1399	H.sapiens	1.0	P41182	100%	1399	M.musculus	1.0	P41183	100%
3323	1399	H.sapiens	1.0	Q16650	100%	1399	M.musculus	1.0	Q64336	100%
3324	1399	H.sapiens	1.0	O60721	100%	1399	M.musculus	1.0	Q91WD8	100%
3325	1399	H.sapiens	1.0	Q8N5C8	100%	1399	M.musculus	1.0	Q571K4	100%
3326	1399	H.sapiens	1.0	Q9NP71	100%	1399	M.musculus	1.0	Q99MZ3	100%
3327	1398	H.sapiens	1.0	Q92918	100%	1398	M.musculus	1.0	P70218	100%
3328	1398	H.sapiens	1.0	Q6UXH9	100%	1398	M.musculus	1.0	Q8BU25	100%
3329	1397	H.sapiens	1.0	P29376	100%	1397	M.musculus	1.0	P08923	100%
3330	1397	H.sapiens	1.0	Q02487	100%	1397	M.musculus	1.0	P55292	100%
3331	1397	H.sapiens	1.0	Q96AV8	100%	1397	M.musculus	1.0	Q6S7F2	100%
3332	1397	H.sapiens	1.0	P38435	100%	1397	M.musculus	1.0	Q9QYC7	100%
3333	1397	H.sapiens	1.0	Q8N3E9	100%	1397	M.musculus	1.0	Q8K2J0	100%
3334	1397	H.sapiens	1.0	Q9C0I3	100%	1397	M.musculus	1.0	Q8C0C4	100%
3335	1396	H.sapiens	1.0	P58743	100%	1396	M.musculus	1.0	Q99NH7	100%
3336	1396	H.sapiens	1.0	Q8N264	100%	1396	M.musculus	1.0	Q8C4V1	100%
3337	1396	H.sapiens	1.0	Q96QV1	100%	1396	M.musculus	1.0	Q7TN16	100%
3338	1396	H.sapiens	1.0	Q9NVR0	100%	1396	M.musculus	1.0	Q8CE33	100%
3339	1395	H.sapiens	1.0	O00471	100%	1395	M.musculus	1.0	Q3TPX4	100%
3340	1395	H.sapiens	1.0	P04629	100%	1395	M.musculus	1.0	Q3UFB7	100%
3341	1395	H.sapiens	1.0	Q14494	100%	1395	M.musculus	1.0	Q61985	100%
3342	1395	H.sapiens	1.0	Q9HBR0	100%	1395	M.musculus	1.0	Q5I012	100%
3343	1395	H.sapiens	1.0	Q96PX8	100%	1395	M.musculus	1.0	Q810C1	100%
3344	1395	H.sapiens	1.0	Q01813	100%	1395	M.musculus	1.0	Q9WUA3	100%
3345	1395	H.sapiens	1.0	Q96NI6	100%	1395	M.musculus	1.0	Q8BXA0	100%
3346	1394	H.sapiens	1.0	A2RTX5	100%	1394	M.musculus	1.0	Q8BLY2	100%
3347	1394	H.sapiens	1.0	Q9BQ39	100%	1394	M.musculus	1.0	Q99MJ9	100%
3348	1393	H.sapiens	1.0	P42224	100%	1393	M.musculus	1.0	P42225	100%
3349	1393	H.sapiens	1.0	O43303	100%	1393	M.musculus	1.0	Q7TSH4	100%
3350	1393	H.sapiens	1.0	Q08945	100%	1393	M.musculus	1.0	Q08943	100%
3351	1393	H.sapiens	1.0	Q8NE35	100%	1393	M.musculus	1.0	Q7TN99	100%
3352	1393	H.sapiens	1.0	Q9NS98	100%	1393	M.musculus	1.0	Q4LFA9	100%
3353	1393	H.sapiens	1.0	Q9NR19	100%	1393	M.musculus	1.0	Q9QXG4	100%
3354	1393	H.sapiens	1.0	Q9UI36	100%	1393	M.musculus	1.0	Q9QYB2	100%
3355	1392	H.sapiens	1.0	O43374	100%	1392	M.musculus	1.0	Q6PFQ7	100%
3356	1392	H.sapiens	1.0	P05771	100%	1392	M.musculus	1.0	P68404	100%
3357	1391	H.sapiens	1.0	Q86VP1	100%	1391	M.musculus	1.0	Q3UKC1	100%
3358	1391	H.sapiens	1.0	Q6PCT2	100%	1391	M.musculus	1.0	Q6PB97	100%
3359	1391	H.sapiens	1.0	P23246	99%	1391	M.musculus	1.0	Q8VIJ6	100%
3360	1391	H.sapiens	1.0	Q8TED9	100%	1391	M.musculus	1.0	Q8BZI0	100%
3361	1391	H.sapiens	1.0	Q02809	100%	1391	M.musculus	1.0	Q9R0E2	100%
3362	1390	H.sapiens	1.0	Q8TBP0	100%	1390	M.musculus	1.0	A2ABG4	100%
3363	1390	H.sapiens	1.0	Q13835	100%	1390	M.musculus	1.0	P97350	100%
3364	1390	H.sapiens	1.0	Q6ZMI0	100%	1390	M.musculus	1.0	Q3TDD9	100%
3365	1390	H.sapiens	1.0	P25098	100%	1390	M.musculus	1.0	Q99MK8	100%
3366	1390	H.sapiens	1.0	Q9UQC9	100%	1390	M.musculus	1.0	Q8BG22	100%
3367	1390	H.sapiens	1.0	Q96CN9	100%	1390	M.musculus	1.0	Q9D4H2	100%
3368	1389	H.sapiens	1.0	P13798	100%	1389	M.musculus	1.0	Q8R146	100%
3369	1389	H.sapiens	1.0	Q9H4Z3	100%	1389	M.musculus	1.0	P59114	100%
3370	1389	H.sapiens	1.0	Q9BXB4	100%	1389	M.musculus	1.0	Q8CI95	100%
3371	1389	H.sapiens	1.0	Q9P286	100%	1389	M.musculus	1.0	Q8C015	100%
3372	1389	H.sapiens	1.0	Q9UJX4	100%	1389	M.musculus	1.0	Q8BTZ4	100%
3373	1389	H.sapiens	1.0	Q96RN5	100%	1389	M.musculus	1.0	Q924H2	100%
3374	1388	H.sapiens	1.0	Q8IWY8	100%	1388	M.musculus	1.0	E9Q5B4	100%
3375	1388	H.sapiens	1.0	Q53SF7	100%	1388	M.musculus	1.0	Q3UMF0	100%
3376	1388	H.sapiens	1.0	Q16659	100%	1388	M.musculus	1.0	Q61532	100%
3377	1388	H.sapiens	1.0	Q6NUQ1	100%	1388	M.musculus	1.0	Q8BZ36	100%
3378	1385	H.sapiens	1.0	P17252	100%	1385	M.musculus	1.0	P20444	100%
3379	1385	H.sapiens	1.0	Q16549	100%	1385	M.musculus	1.0	Q61139	100%
3380	1385	H.sapiens	1.0	O95049	100%	1385	M.musculus	1.0	Q9QXY1	100%
3381	1385	H.sapiens	1.0	Q9NRF2	100%	1385	M.musculus	1.0	Q91ZM2	100%
3382	1384	H.sapiens	1.0	P17600	100%	1384	M.musculus	1.0	O88935	100%
3383	1384	H.sapiens	1.0	O15211	100%	1384	M.musculus	1.0	Q61193	100%
3384	1384	H.sapiens	1.0	Q9NVR2	100%	1384	M.musculus	1.0	Q8K2A7	100%
3385	1384	H.sapiens	1.0	Q9H0V1	100%	1384	M.musculus	1.0	Q91VX9	100%
