H.sapiens,P.troglodytes,Chaperone_client,dN,dS,dN/dS,Protein-protein_interaction_(PPI),Protein_abundance,Codon_adaptation_index_(CAI),Aggregation_propensity
ENSG00000157077,ZFYVE9,Non-client,0.0032,0.0104,0.307692308,41,0.62,0.6724672,5040.23
ENSG00000118454,ANKRD13C,Non-client,0.0009,0.0064,0.140625,9,0.621,0.581329,760.322
ENSG00000239961,LILRA4,Non-client,0.0112,0.0319,0.351097179,,0.621,0.4626093,3527.49
ENSG00000134716,CYP2J2,Non-client,0.0047,0.0069,0.68115942,3,0.621,0.5311878,3909.85
ENSG00000099953,MMP11,Non-client,0.0028,0.0264,0.106060606,,0.622,0.4054288,1543.22
ENSG00000185504,FAAP100,Non-client,0.0015,0.0197,0.076142132,,0.622,0.4091897,2753.95
ENSG00000155254,MARVELD1,Non-client,0,0.0154,0,,0.622,0.2885833,3774.15
ENSG00000102313,ITIH6,Non-client,0.0051,0.0081,0.62962963,,0.622,0.513316,6383.48
ENSG00000111049,MYF5,Non-client,0.0018,0.0365,0.049315069,4,0.623,0.4588537,95.0585
ENSG00000250799,PRODH2,Non-client,0.004,0.0166,0.240963855,,0.623,0.4428364,1009.37
ENSG00000160396,HIPK4,Client,0.0073,0.0614,0.118892508,29,0.623,0.37774,1114.91
ENSG00000166670,MMP10,Non-client,0.0051,0.0113,0.451327434,14,0.623,0.6335432,3007.1
ENSG00000164252,AGGF1,Non-client,0.0051,0.008,0.6375,28,0.624,0.6601792,870.591
ENSG00000049249,TNFRSF9,Non-client,0.0053,0.0102,0.519607843,13,0.625,0.5575749,2863.7
ENSG00000103404,USP31,Non-client,0.0035,0.0191,0.183246073,4,0.625,0.4776123,3630.3
ENSG00000163162,RNF149,Non-client,0.0383,0.0526,0.728136882,25,0.625,0.496673,4263.84
ENSG00000006740,ARHGAP44,Non-client,0.0011,0.0122,0.090163934,15,0.626,0.4797705,666.481
ENSG00000054796,SPO11,Non-client,0.0043,0.0117,0.367521368,,0.626,0.6614094,1107.96
ENSG00000081377,CDC14B,Non-client,0,0.0081,0,117,0.626,0.5686269,3252.33
ENSG00000117616,RSRP1,Non-client,0.0213,0.0525,0.405714286,22,0.627,0.3851231,0.913636
ENSG00000024862,CCDC28A,Non-client,0.0051,0.0129,0.395348837,13,0.628,0.5705881,977.411
ENSG00000102466,FGF14,Non-client,0,0.0047,0,1,0.628,0.6006673,1334.24
ENSG00000217442,SYCE3,Non-client,0.005,0.0163,0.306748466,43,0.629,0.4833146,32.9458
ENSG00000108823,SGCA,Non-client,0.0426,0.057,0.747368421,12,0.629,0.4418785,2198
ENSG00000160602,NEK8,Client,0.0013,0.0055,0.236363636,31,0.629,0.4443951,2434.62
ENSG00000127311,HELB,Non-client,0.0026,0.012,0.216666667,5,0.629,0.659871,3945.91
ENSG00000146469,VIP,Non-client,0,0.0219,0,8,0.63,0.6365949,1179.98
ENSG00000120256,LRP11,Non-client,0.0018,0.0099,0.181818182,17,0.63,0.3989451,2663.83
ENSG00000154678,PDE1C,Non-client,0.0272,0.0346,0.786127168,4,0.631,0.5736825,2745.19
ENSG00000154025,SLC5A10,Non-client,0.0028,0.0298,0.093959732,,0.631,0.4098223,15718.3
ENSG00000159958,TNFRSF13C,Non-client,0.0025,0.0134,0.186567164,5,0.632,0.3388587,1537.81
ENSG00000175471,MCTP1,Non-client,0.0019,0.0066,0.287878788,,0.632,0.5159199,9251.06
ENSG00000141542,RAB40B,Non-client,0,0.0147,0,13,0.633,0.3546639,1933.89
ENSG00000064726,BTBD1,Non-client,0,0.0165,0,48,0.635,0.5401651,3266.32
ENSG00000112367,FIG4,Non-client,0.001,0.0061,0.163934426,7,0.635,0.62535,4613.39
ENSG00000145194,ECE2,Client,0.0022,0.0035,0.628571429,14,0.635,0.4501208,5005.33
ENSG00000164078,MST1R,Client,0.0024,0.0092,0.260869565,21,0.635,0.4724474,7742.83
ENSG00000212657,LOC468256,Non-client,0.0107,0.0096,1.114583333,1,0.636,0.500284,59.614
ENSG00000215788,TNFRSF25,Client,0.001,0.0063,0.158730159,8,0.636,0.3952058,2478.33
ENSG00000136895,GARNL3,Non-client,0.0014,0.0097,0.144329897,1,0.636,0.5536063,3642.22
ENSG00000106772,PRUNE2,Non-client,0.006,0.0072,0.833333333,16,0.636,0.6264467,5115.72
ENSG00000130368,MAS1,Client,0.0027,0.0085,0.317647059,67,0.636,0.4705271,9730.83
ENSG00000160472,TMEM190,Non-client,0.0024,0.0192,0.125,3,0.637,0.3598835,1859.73
ENSG00000104660,LEPROTL1,Non-client,0.2076,0.2487,0.834740651,5,0.637,0.6520484,3495.41
ENSG00000073670,ADAM11,Non-client,0.0022,0.0159,0.13836478,3,0.637,0.4027829,3624.28
ENSG00000173451,THAP2,Client,0,0.0109,0,8,0.638,0.6568003,13.6387
ENSG00000121454,LHX4,Non-client,0,0.0151,0,32,0.638,0.4565135,1535.04
ENSG00000109943,CRTAM,Non-client,0.0044,0.0227,0.193832599,,0.638,0.5875672,2866.2
ENSG00000188921,HACD4,Non-client,0.0017,0.0079,0.215189873,,0.638,0.6246682,6415.48
ENSG00000100802,C14H14orf93,Non-client,0.0017,0.0094,0.180851064,4,0.639,0.5277834,865.413
ENSG00000114757,PEX5L,Non-client,0.0015,0.0122,0.12295082,1,0.639,0.5908296,1495.7
ENSG00000177807,KCNJ10,Client,0,0.0128,0,17,0.639,0.4745908,4788.62
ENSG00000126775,ATG14,Non-client,0.001,0.0024,0.416666667,22,0.64,0.5288416,1114.93
ENSG00000186474,KLK12,Non-client,0.0296,0.0738,0.401084011,,0.64,0.416644,1203.31
ENSG00000181274,FRAT2,Non-client,0.0037,0.0408,0.090686275,2,0.641,0.2769451,103.672
ENSG00000138376,BARD1,Client,0.003,0.0077,0.38961039,269,0.642,0.6323752,2006.62
ENSG00000185046,ANKS1B,Non-client,0.0007,0.0041,0.170731707,9,0.642,0.6350549,3050.4
ENSG00000124479,NDP,Client,0.0033,0.0308,0.107142857,6,0.643,0.4268825,1739.53
ENSG00000116741,RGS2,Client,0.0022,0.0221,0.099547511,66,0.644,0.613278,311.255
ENSG00000173917,HOXB2,Non-client,0.0052,0.0101,0.514851485,1,0.645,0.3656486,30.3766
ENSG00000198625,MDM4,Client,0.0018,0.0123,0.146341463,68,0.646,0.677864,975.851
ENSG00000130734,ATG4D,Non-client,0.0027,0.014,0.192857143,7,0.646,0.3827629,1463.19
ENSG00000129455,KLK8,Non-client,0,0.0248,0,15,0.647,0.4734931,955.569
ENSG00000112242,E2F3,Non-client,0.001,0.0054,0.185185185,33,0.647,0.5230243,1084.15
ENSG00000170260,ZNF212,Non-client,0.0033,0.0226,0.146017699,32,0.647,0.4655748,1323.52
ENSG00000204851,PNMA8B,Non-client,0.0026,0.008,0.325,,0.647,0.3665996,2846.59
ENSG00000184349,EFNA5,Non-client,0,0.0052,0,9,0.647,0.5147972,3741.18
ENSG00000168348,INSM2,Non-client,0.0032,0.0091,0.351648352,2,0.648,0.3371036,151.399
ENSG00000125449,ARMC7,Non-client,0,0.0379,0,29,0.648,0.3714293,249.5
ENSG00000198673,FAM19A2,Non-client,0.005,0.0147,0.340136054,,0.648,0.6502163,1001.1
ENSG00000140406,TLNRD1,Non-client,0.0011,0.0239,0.046025105,,0.649,0.3238031,1317.43
ENSG00000205436,EXOC3L4,Non-client,0.0251,0.062,0.40483871,,0.649,0.357996,1700.04
ENSG00000213512,GBP7,Non-client,0.01,0.0088,1.136363636,2,0.649,0.5891485,3519.82
ENSG00000056291,NPFFR2,Non-client,0.0091,0.0088,1.034090909,,0.649,0.5450449,8936.62
ENSG00000063127,SLC6A16,Non-client,0.0077,0.012,0.641666667,,0.649,0.5006315,15640
ENSG00000205208,C4H4orf46,Non-client,0,0.0085,0,7,0.65,0.52446,11.245
ENSG00000140548,ZNF710,Non-client,0.0017,0.026,0.065384615,,0.65,0.3878402,1165.44
ENSG00000125820,NKX2-2,Non-client,0,0.0243,0,2,0.651,0.3325514,29.5403
ENSG00000107165,TYRP1,Non-client,0.0026,0.0086,0.302325581,7,0.651,0.5997478,3585.45
ENSG00000164169,PRMT9,Non-client,0.0016,0.0072,0.222222222,9,0.651,0.6662687,4053.95
ENSG00000180263,FGD6,Non-client,0.0038,0.0051,0.745098039,14,0.651,0.6619737,4081.99
ENSG00000139344,AMDHD1,Non-client,0.0052,0.0031,1.677419355,3,0.653,0.5395662,1073.65
ENSG00000196646,ZNF136,Non-client,0.0008,0.0078,0.102564103,8,0.654,0.6801053,13.6141
ENSG00000188158,NHS,Non-client,0.0021,0.0052,0.403846154,15,0.654,0.52427,1112.95
ENSG00000151790,TDO2,Non-client,0.0012,0.0112,0.107142857,16,0.654,0.6518064,2300.23
ENSG00000111666,CHPT1,Non-client,0.0059,0.0081,0.728395062,29,0.654,0.5787555,11217.4
ENSG00000129946,SHC2,Non-client,0.0521,0.1035,0.503381643,8,0.655,0.3307306,727.542
ENSG00000179292,TMEM151A,Non-client,0,0.0324,0,,0.655,0.2807961,3593.78
ENSG00000174529,TMEM81,Non-client,0.0056,0.0222,0.252252252,,0.656,0.5630232,3030.53
ENSG00000158485,CD1B,Non-client,0.0029,0.0164,0.176829268,51,0.656,0.5597591,3971.31
ENSG00000163545,NUAK2,Client,0.0059,0.0169,0.349112426,17,0.657,0.4115007,1539.03
ENSG00000163141,BNIPL,Non-client,0.0026,0.0066,0.393939394,14,0.658,0.5675776,1459.34
ENSG00000164691,TAGAP,Non-client,0.0024,0.0179,0.134078212,,0.658,0.4780101,2408.22
ENSG00000112619,PRPH2,Non-client,0.0036,0.0358,0.100558659,,0.659,0.424257,4761.22
ENSG00000120907,ADRA1A,Non-client,0.0026,0.0275,0.094545455,,0.659,0.3926193,8541.38
ENSG00000187714,SLC18A3,Non-client,0.0032,0.0202,0.158415842,,0.659,0.3396881,9474.49
ENSG00000066422,ZBTB11,Non-client,0.0009,0.0093,0.096774194,16,0.66,0.6539104,1618.34
ENSG00000114120,SLC25A36,Non-client,0.0014,0.0126,0.111111111,2,0.66,0.6963625,2331.56
ENSG00000126895,AVPR2,Non-client,0.0012,0.0188,0.063829787,13,0.66,0.3849243,7086.69
ENSG00000102755,FLT1,Non-client,0.0031,0.0128,0.2421875,13,0.66,0.5743501,7442.25
ENSG00000221954,OR4C12,Non-client,0.0111,0.0068,1.632352941,,0.66,0.6065467,7816.97
ENSG00000162373,BEND5,Non-client,0,0.0027,0,19,0.661,0.4738023,598.108
ENSG00000146757,ZNF92,Client,0.0008,0.0138,0.057971015,17,0.661,0.7048507,815.866
ENSG00000165526,RPUSD4,Non-client,0.0025,0.0126,0.198412698,19,0.661,0.4743288,995.9
ENSG00000154269,ENPP3,Non-client,0.003,0.0097,0.309278351,1,0.661,0.6568951,3748.17
ENSG00000170482,SLC23A1,Non-client,0.0053,0.0085,0.623529412,12,0.661,0.4553609,10204.6
ENSG00000163126,ANKRD23,Non-client,0.0043,0.0048,0.895833333,2,0.662,0.4642177,626.894
ENSG00000178279,TNP2,Non-client,0.0243,0.0257,0.945525292,12,0.663,0.4388102,0
ENSG00000138813,C4H4orf17,Non-client,0.0063,0.0147,0.428571429,8,0.663,0.6625873,300.968
ENSG00000130052,STARD8,Non-client,0.0021,0.0088,0.238636364,,0.663,0.4649797,1212.15
ENSG00000118094,TREH,Non-client,0.0047,0.013,0.361538462,1,0.663,0.472241,1582.51
ENSG00000101180,HRH3,Non-client,0.0009,0.0136,0.066176471,1,0.663,0.3242438,8721.46
ENSG00000183559,C10H10orf120,Non-client,0.0087,0.0097,0.896907217,,0.664,0.5921827,27.6503
ENSG00000168539,CHRM1,Non-client,0,0.0069,0,3,0.664,0.3994067,8273.49
ENSG00000139515,PDX1,Non-client,0.003,0.0058,0.517241379,9,0.665,0.2945684,78.9986
ENSG00000128185,DGCR6L,Non-client,0.0038,0.0325,0.116923077,12,0.665,0.4099998,356.672
ENSG00000188493,C19H19orf54,Non-client,0.0544,0.0535,1.01682243,4,0.665,0.4714117,1460.65
ENSG00000108688,CCL7,Non-client,0,0.0115,0,8,0.666,0.5696537,939.258
ENSG00000139323,POC1B,Client,0.001,0.0025,0.4,45,0.666,0.6582378,1147.79
ENSG00000147613,PSKH2,Client,0.1007,0.1783,0.564778463,10,0.666,0.5211701,1622.23
ENSG00000186867,QRFPR,Non-client,0.0087,0.0027,3.222222222,1,0.666,0.5376895,8846.5
ENSG00000170689,HOXB9,Non-client,0.0017,0.0066,0.257575758,46,0.667,0.3445446,546.822
ENSG00000155666,KDM8,Non-client,0.0039,0.0151,0.258278146,5,0.667,0.4384954,2006.82
ENSG00000186471,AKAP14,Non-client,0.0024,0.0118,0.203389831,11,0.668,0.5955344,1623.05
ENSG00000196228,LOC470467,Non-client,0.1105,0.1193,0.926236379,5,0.669,0.6392796,951.591
ENSG00000198455,LOC473633,Non-client,0.0017,0.0122,0.139344262,1,0.67,0.4376819,1875.4
ENSG00000117643,MAN1C1,Non-client,0.0013,0.0204,0.06372549,1,0.67,0.397601,4044.89
ENSG00000168453,HR,Non-client,0.0067,0.0129,0.519379845,12,0.671,0.4470809,1728.17
ENSG00000102471,NDFIP2,Non-client,0.0029,0.0149,0.194630873,17,0.671,0.521186,3344.97
ENSG00000155090,KLF10,Non-client,0.0019,0.005,0.38,19,0.672,0.599227,448.33
ENSG00000163794,UCN,Non-client,0.0103,0.0538,0.191449814,2,0.672,0.28842,1477.13
ENSG00000100485,SOS2,Non-client,0.0007,0.0114,0.061403509,11,0.672,0.6980977,4231.61
ENSG00000173456,RNF26,Non-client,0.0011,0.0079,0.139240506,27,0.672,0.4439967,8502.51
ENSG00000187189,TSPYL4,Non-client,0.0034,0.0087,0.390804598,16,0.673,0.4724403,401.557
ENSG00000161179,YDJC,Non-client,0.0026,0.0049,0.530612245,4,0.673,0.3326372,815.981
ENSG00000171045,TSNARE1,Non-client,0.0047,0.0244,0.192622951,4,0.673,0.3945144,1346.76
ENSG00000074527,NTN4,Non-client,0.003,0.0092,0.326086957,8,0.673,0.5594053,2409.32
ENSG00000107159,CA9,Non-client,0.0033,0.0138,0.239130435,30,0.673,0.4696522,3876.07
ENSG00000104998,IL27RA,Client,0.0066,0.0094,0.70212766,30,0.674,0.4659934,2434.19
ENSG00000140948,ZCCHC14,Client,0.0135,0.0341,0.395894428,5,0.675,0.4464296,50.2837
ENSG00000214513,NOTO,Non-client,0.0036,0.0201,0.179104478,,0.675,0.3939474,128.298
ENSG00000196981,WDR5B,Client,0.0014,0.0038,0.368421053,20,0.675,0.6803169,1661.89
ENSG00000054803,CBLN4,Non-client,0,0.0059,0,14,0.675,0.4179183,1665.17
ENSG00000142733,MAP3K6,Client,0.0021,0.0118,0.177966102,20,0.675,0.3945036,5387.55
ENSG00000011332,DPF1,Non-client,0,0.0126,0,13,0.676,0.3729168,199.765
ENSG00000100055,CYTH4,Non-client,0.001,0.054,0.018518519,9,0.676,0.3964293,1448.98
ENSG00000162980,ARL5A,Non-client,0,0.0153,0,6,0.676,0.6956343,1450.37
ENSG00000167700,MFSD3,Non-client,0.0033,0.0243,0.135802469,4,0.676,0.4022242,5404.61
ENSG00000118420,UBE3D,Non-client,0.0257,0.0287,0.895470383,18,0.677,0.5852447,2896.83
ENSG00000055211,GINM1,Non-client,0.0027,0.0195,0.138461539,62,0.678,0.6253871,2959.79
ENSG00000084444,FAM234B,Non-client,0.0024,0.0102,0.235294118,,0.678,0.544282,5168.43
ENSG00000107954,NEURL1,Non-client,0,0.0198,0,7,0.679,0.3174705,2265.75
ENSG00000160991,ORAI2,Non-client,0,0.0664,0,5,0.679,0.3608577,4892.7
ENSG00000215712,TMEM242,Non-client,0,0.0077,0,6,0.68,0.5534096,2481.64
ENSG00000173875,ZNF791,Non-client,0.0008,0.0119,0.067226891,2,0.681,0.659089,65.368
ENSG00000104499,GML,Non-client,0.0088,0.0153,0.575163399,24,0.681,0.5958554,2208.96
ENSG00000128908,INO80,Non-client,0.0003,0.0073,0.04109589,30,0.681,0.5787551,3421.64
ENSG00000106511,MEOX2,Client,0.0014,0.0237,0.05907173,212,0.683,0.4598061,3.1447
ENSG00000078246,TULP3,Non-client,0.0027,0.0214,0.126168224,54,0.683,0.5666033,648.126
ENSG00000140995,DEF8,Non-client,0.1497,0.312,0.479807692,30,0.683,0.4390685,1815.52
ENSG00000196422,LOC750640,Non-client,0.0101,0.0289,0.349480969,4,0.684,0.4360007,118.322
ENSG00000177352,CCDC71,Non-client,0.0033,0.0066,0.5,4,0.684,0.5126687,696.929
ENSG00000164749,HNF4G,Non-client,0.001,0.0081,0.12345679,14,0.684,0.6417811,1255.74
ENSG00000185899,TAS2R60,Non-client,0.0122,0.0104,1.173076923,,0.684,0.5444209,9400.46
ENSG00000114251,WNT5A,Non-client,0.001,0.0137,0.072992701,21,0.685,0.409493,2321.56
ENSG00000173714,WFIKKN2,Non-client,0.0014,0.039,0.035897436,,0.685,0.3859853,3001.45
ENSG00000198807,PAX9,Non-client,0.0012,0.0144,0.083333333,11,0.686,0.3712735,51.0501
ENSG00000163739,CXCL1,Non-client,0,0.0509,0,8,0.686,0.4506477,1070.14
ENSG00000196475,GK2,Client,0.0016,0.0255,0.062745098,3,0.686,0.6710403,3005.52
ENSG00000144339,TMEFF2,Non-client,0,0.0031,0,1,0.686,0.603743,3162.86
ENSG00000151458,ANKRD50,Non-client,0.0009,0.0195,0.046153846,10,0.687,0.715267,8063.78
ENSG00000143797,MBOAT2,Non-client,0.0036,0.0044,0.818181818,2,0.687,0.6496319,12744.6
ENSG00000162783,IER5,Non-client,0.0013,0.0436,0.029816514,5,0.688,0.2910318,831.1
ENSG00000137135,ARHGEF39,Non-client,0.0013,0.0069,0.188405797,7,0.688,0.452028,1910.23
ENSG00000049130,KITLG,Non-client,0,0.0046,0,7,0.688,0.6685745,2763.24
ENSG00000145014,TMEM44,Non-client,0.0145,0.0285,0.50877193,3,0.688,0.4483649,5660.46
ENSG00000010379,SLC6A13,Non-client,0.0014,0.0101,0.138613861,1,0.688,0.4436664,13403.4
ENSG00000125813,PAX1,Non-client,0.0032,0.0226,0.14159292,2,0.689,0.3273815,618.828
ENSG00000185742,C11H11orf87,Non-client,0.0296,0.065,0.455384615,9,0.689,0.3848715,1765.54
ENSG00000073711,PPP2R3A,Non-client,0.0025,0.0039,0.641025641,25,0.689,0.6587369,2030.19
ENSG00000176170,SPHK1,Non-client,0.0019,0.0188,0.10106383,11,0.689,0.3999262,3496.17
ENSG00000125872,LRRN4,Non-client,0.0075,0.0126,0.595238095,1,0.69,0.3561123,2828.36
ENSG00000163795,ZNF513,Non-client,0.0017,0.0046,0.369565217,5,0.691,0.4306754,20.1839
ENSG00000043039,BARX2,Non-client,0,0.0047,0,,0.691,0.433805,103.996
ENSG00000111186,WNT5B,Non-client,0.0048,0.0548,0.087591241,3,0.691,0.3555798,1162.92
ENSG00000165935,SMCO2,Non-client,0.0151,0.0084,1.797619048,,0.691,0.5942845,1538.65
ENSG00000164330,EBF1,Non-client,0,0.0087,0,9,0.691,0.4557449,3900.45
ENSG00000167614,TTYH1,Non-client,0.0039,0.0177,0.220338983,1,0.691,0.4067969,6753.55
ENSG00000144331,ZNF385B,Non-client,0.0012,0.0028,0.428571429,2,0.692,0.5846991,288.571
ENSG00000120949,TNFRSF8,Non-client,0.0061,0.0246,0.24796748,26,0.692,0.4121355,3015.88
ENSG00000169126,LOC450370,Non-client,0.0457,0.0886,0.515801354,,0.692,0.6535953,4393.03
ENSG00000077254,USP33,Non-client,0.0013,0.0118,0.110169492,46,0.693,0.7306931,2427.72
ENSG00000072609,CHFR,Non-client,0.0021,0.0129,0.162790698,45,0.694,0.4574341,1096.57
ENSG00000198205,ZXDA,Non-client,0.0061,0.012,0.508333333,,0.694,0.4413079,1976.94
ENSG00000134815,DHX34,Non-client,0.003,0.0177,0.169491525,6,0.694,0.4007972,6913.94
ENSG00000105708,ZNF14,Non-client,0.004,0.0173,0.231213873,,0.695,0.6853284,279.94
ENSG00000163362,INAVA,Non-client,0.0027,0.0092,0.293478261,,0.695,0.4057344,488.032
ENSG00000162512,SDC3,Non-client,0.0043,0.0129,0.333333333,12,0.695,0.4097201,2512.98
ENSG00000145623,OSMR,Client,0.0045,0.0119,0.378151261,9,0.695,0.6169816,5915.77
ENSG00000187601,MAGEH1,Non-client,0,0.0109,0,18,0.696,0.4516003,1019.28
ENSG00000213638,ADAT3,Non-client,0.0021,0.006,0.35,4,0.696,0.3050706,1134.33
ENSG00000182606,TRAK1,Non-client,0.0009,0.0135,0.066666667,10,0.698,0.4446182,1040.49
ENSG00000186458,DEFB132,Non-client,0.019,0.0142,1.338028169,,0.698,0.5195565,1190.37
ENSG00000129521,EGLN3,Non-client,0,0.0058,0,35,0.698,0.440038,2225.96
ENSG00000178235,SLITRK1,Non-client,0.0007,0.0053,0.132075472,,0.698,0.4619627,2906.91
ENSG00000139351,SYCP3,Non-client,0.0057,0.0118,0.483050848,5,0.699,0.6308805,344.998
ENSG00000105383,CD33,Non-client,0.0184,0.0094,1.957446809,11,0.699,0.5072467,1929.66
ENSG00000197056,ZMYM1,Client,0.0044,0.0105,0.419047619,29,0.699,0.7321327,4191.21
ENSG00000105186,ANKRD27,Non-client,0.0038,0.0202,0.188118812,14,0.7,0.527205,3087.55
ENSG00000091138,SLC26A3,Non-client,0.0172,0.0277,0.620938628,1,0.7,0.6226113,12790.4
ENSG00000162148,PPP1R32,Non-client,0.0031,0.0244,0.12704918,5,0.701,0.4273472,28.4665
ENSG00000253293,HOXA10,Non-client,0.0031,0.019,0.163157895,16,0.701,0.3136559,535.933
ENSG00000121775,TMEM39B,Non-client,0,0.0068,0,12,0.702,0.408023,8854.68
ENSG00000135205,CCDC146,Non-client,0.0025,0.008,0.3125,37,0.703,0.6548361,1540.22
ENSG00000197324,LRP10,Non-client,0.0013,0.0082,0.158536585,25,0.703,0.4740658,3013.41
ENSG00000112303,VNN2,Non-client,0.0018,0.0173,0.104046243,39,0.703,0.6437332,4757.64
ENSG00000177459,ERICH5,Non-client,0.0052,0.0058,0.896551724,20,0.704,0.6686401,22.0095
ENSG00000125788,DEFB126,Non-client,0.0313,0.0665,0.470676692,,0.704,0.6471496,1301.22
ENSG00000169851,PCDH7,Non-client,0.001,0.0121,0.082644628,38,0.704,0.4467583,7019.81
ENSG00000186795,KCNK18,Non-client,0.013,0.0206,0.631067961,2,0.704,0.4974826,8157.66
ENSG00000122870,BICC1,Non-client,0.001,0.0119,0.084033613,2,0.705,0.6035473,1340.97
ENSG00000116218,NPHS2,Non-client,0.0013,0.0114,0.114035088,3,0.705,0.4940389,2461.14
ENSG00000129910,CDH15,Non-client,0.0042,0.0342,0.122807018,5,0.705,0.3784296,4478.87
ENSG00000155760,FZD7,Non-client,0,0.0262,0,10,0.706,0.3194353,10133.2
ENSG00000103126,AXIN1,Non-client,0.003,0.0383,0.078328982,67,0.708,0.4024183,1093.48
ENSG00000162992,NEUROD1,Non-client,0.0012,0.04,0.03,15,0.709,0.4319318,632.227
ENSG00000132017,DCAF15,Non-client,0.0014,0.0208,0.067307692,20,0.709,0.3841396,4579.69
ENSG00000139318,DUSP6,Non-client,0.0011,0.0122,0.090163934,60,0.711,0.3855033,1249.43
ENSG00000184719,RNLS,Non-client,0.0068,0.0071,0.957746479,1,0.711,0.6131872,1653.07
ENSG00000009950,MLXIPL,Non-client,0.0037,0.0211,0.17535545,6,0.712,0.383493,957.103
ENSG00000140557,ST8SIA2,Non-client,0.0532,0.1298,0.409861325,,0.712,0.4735464,2162.01
ENSG00000198535,C2CD4A,Non-client,0.0149,0.07,0.212857143,,0.713,0.2581009,120.818
ENSG00000187658,C5H5orf52,Non-client,0.0056,0.0084,0.666666667,,0.713,0.4100248,232.765
ENSG00000244187,TMEM141,Non-client,0.0079,0.0295,0.26779661,3,0.713,0.4554469,1942.64
ENSG00000099308,MAST3,Non-client,0.0034,0.0161,0.211180124,107,0.714,0.3829305,3585.59
ENSG00000165272,AQP3,Non-client,0.003,0.0098,0.306122449,3,0.714,0.4280383,7026.65
ENSG00000186193,SAPCD2,Non-client,0.0051,0.0268,0.190298508,9,0.715,0.3143253,210.222
ENSG00000183770,FOXL2,Client,0.0022,0.022,0.1,66,0.715,0.2838854,1066.93
ENSG00000143768,LEFTY2,Non-client,0,0.0596,0,3,0.715,0.3555631,1611.33
ENSG00000125347,IRF1,Client,0.0014,0.0122,0.114754098,31,0.716,0.4871808,106.053
ENSG00000186462,NAP1L2,Non-client,0.002,0.0052,0.384615385,4,0.717,0.6585066,1701.69
ENSG00000198663,C6H6orf89,Non-client,0.0038,0.0151,0.251655629,3,0.717,0.5803126,1858.75
ENSG00000075643,MOCOS,Client,0.0044,0.0097,0.453608247,24,0.718,0.5119761,2268.97
ENSG00000140326,CDAN1,Non-client,0.0038,0.0104,0.365384615,12,0.721,0.450728,6671.62
ENSG00000172345,STARD5,Non-client,0.0044,0.0112,0.392857143,,0.722,0.507501,728.379
ENSG00000108700,CCL8,Non-client,0.0047,0.0246,0.191056911,2,0.722,0.551491,983.385
ENSG00000179456,ZBTB18,Non-client,0.0008,0.0097,0.082474227,15,0.722,0.4844294,1302.04
ENSG00000155287,SLC25A28,Non-client,0.0013,0.0066,0.196969697,3,0.722,0.4498152,1705.79
ENSG00000104313,EYA1,Non-client,0.0023,0.0076,0.302631579,19,0.722,0.6118621,2134.58
ENSG00000070526,ST6GALNAC1,Non-client,0.0039,0.0142,0.274647887,2,0.722,0.4871906,3227.01
ENSG00000075275,CELSR1,Non-client,0.0039,0.0418,0.093301435,16,0.723,0.3614164,19918
ENSG00000188647,PTAR1,Non-client,0.0011,0.0025,0.44,7,0.724,0.607603,1087.23
ENSG00000090932,DLL3,Non-client,0.0072,0.0432,0.166666667,,0.724,0.3371381,2711.6
ENSG00000134245,WNT2B,Non-client,0,0.0149,0,2,0.725,0.4156855,1865.46
ENSG00000205138,SDHAF1,Non-client,0.0109,0.0456,0.239035088,,0.726,0.2855922,78.2061
ENSG00000182175,RGMA,Non-client,0.0045,0.0274,0.164233577,14,0.726,0.3688886,1111.13
ENSG00000186377,CYP4X1,Non-client,0.0018,0.0092,0.195652174,1,0.726,0.5232416,4901.34
ENSG00000182325,FBXL6,Non-client,0.0057,0.0317,0.179810726,10,0.727,0.3720427,1845.02
ENSG00000120498,TEX11,Non-client,0.0263,0.0266,0.988721805,49,0.727,0.6845536,5161.28
ENSG00000103657,HERC1,Non-client,0.0013,0.0091,0.142857143,53,0.727,0.6416277,16687.7
ENSG00000100987,VSX1,Client,0.0037,0.0176,0.210227273,11,0.728,0.37835,198.088
ENSG00000109625,CPZ,Client,0.0059,0.0663,0.088989442,3,0.728,0.3707844,2844.64
ENSG00000145794,MEGF10,Non-client,0.003,0.019,0.157894737,6,0.728,0.5398672,3446.14
ENSG00000177673,C2BH2orf57,Non-client,0.0149,0.0192,0.776041667,,0.729,0.4803565,74.1947
ENSG00000101166,PRELID3B,Non-client,0.0023,0.0208,0.110576923,,0.729,0.6892049,300.941
ENSG00000176177,ENTHD1,Non-client,0.0038,0.016,0.2375,,0.729,0.6586553,755.3
ENSG00000075388,FGF4,Non-client,0.0037,0.0139,0.26618705,,0.729,0.2928216,1580.53
ENSG00000107447,DNTT,Non-client,0.0028,0.0196,0.142857143,9,0.729,0.5708179,2267.05
