Entry	Entry name	Protein names	Gene names	Organism	Length	yourlist:M20201112E5A08BB0B2D1C45B0C7BC3B55FD2655603D8DDF	isomap:M20201112E5A08BB0B2D1C45B0C7BC3B55FD2655603D8DDF
Q86XR8	CEP57_HUMAN	Centrosomal protein of 57 kDa (Cep57) (FGF2-interacting protein) (Testis-specific protein 57) (Translokin)	CEP57 KIAA0092 TSP57	Homo sapiens (Human)	500	ENSG00000166037	ENSG00000166037 -> Q86XR8-1;Q86XR8-2;Q86XR8-3;Q86XR8-5
Q96CN9	GCC1_HUMAN	GRIP and coiled-coil domain-containing protein 1 (Golgi coiled-coil protein 1)	GCC1	Homo sapiens (Human)	775	ENSG00000179562	
Q02318	CP27A_HUMAN	Sterol 26-hydroxylase, mitochondrial (EC 1.14.15.15) (5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 26-hydroxylase) (Cytochrome P-450C27/25) (Cytochrome P450 27) (Sterol 27-hydroxylase) (Vitamin D(3) 25-hydroxylase)	CYP27A1 CYP27	Homo sapiens (Human)	531	ENSG00000135929	
Q99941	ATF6B_HUMAN	Cyclic AMP-dependent transcription factor ATF-6 beta (cAMP-dependent transcription factor ATF-6 beta) (Activating transcription factor 6 beta) (ATF6-beta) (Protein G13) (cAMP response element-binding protein-related protein) (Creb-rp) (cAMP-responsive element-binding protein-like 1) [Cleaved into: Processed cyclic AMP-dependent transcription factor ATF-6 beta]	ATF6B CREBL1 G13	Homo sapiens (Human)	703	ENSG00000213676	ENSG00000213676 -> Q99941-1;Q99941-2
Q14249	NUCG_HUMAN	Endonuclease G, mitochondrial (Endo G) (EC 3.1.30.-)	ENDOG	Homo sapiens (Human)	297	ENSG00000167136	
Q9BPW5	RSLBB_HUMAN	Ras-like protein family member 11B (EC 3.6.5.2)	RASL11B	Homo sapiens (Human)	248	ENSG00000128045	
P27540	ARNT_HUMAN	Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Class E basic helix-loop-helix protein 2) (bHLHe2) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)	ARNT BHLHE2	Homo sapiens (Human)	789	ENSG00000143437	ENSG00000143437 -> P27540-1;P27540-2;P27540-3;P27540-4
P06401	PRGR_HUMAN	Progesterone receptor (PR) (Nuclear receptor subfamily 3 group C member 3)	PGR NR3C3	Homo sapiens (Human)	933	ENSG00000082175	ENSG00000082175 -> P06401-1;P06401-3;P06401-5
P08684	CP3A4_HUMAN	Cytochrome P450 3A4 (EC 1.14.14.1) (1,4-cineole 2-exo-monooxygenase) (1,8-cineole 2-exo-monooxygenase) (EC 1.14.14.56) (Albendazole monooxygenase (sulfoxide-forming)) (EC 1.14.14.73) (Albendazole sulfoxidase) (CYPIIIA3) (CYPIIIA4) (Cholesterol 25-hydroxylase) (Cytochrome P450 3A3) (Cytochrome P450 HLp) (Cytochrome P450 NF-25) (Cytochrome P450-PCN1) (Nifedipine oxidase) (Quinine 3-monooxygenase) (EC 1.14.14.55)	CYP3A4 CYP3A3	Homo sapiens (Human)	503	ENSG00000160868	
Q9UHR6	ZNHI2_HUMAN	Zinc finger HIT domain-containing protein 2 (Protein FON)	ZNHIT2 C11orf5	Homo sapiens (Human)	403	ENSG00000174276	
Q09472	EP300_HUMAN	Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-)	EP300 P300	Homo sapiens (Human)	2414	ENSG00000100393	
Q8IWD4	CC117_HUMAN	Coiled-coil domain-containing protein 117	CCDC117	Homo sapiens (Human)	279	ENSG00000159873	ENSG00000159873 -> Q8IWD4-1;Q8IWD4-3;Q8IWD4-4
Q96BH1	RNF25_HUMAN	E3 ubiquitin-protein ligase RNF25 (EC 2.3.2.27) (RING finger protein 25) (RING-type E3 ubiquitin transferase RNF25)	RNF25	Homo sapiens (Human)	459	ENSG00000163481	
Q9H8J5	MANS1_HUMAN	MANSC domain-containing protein 1 (Loss of heterozygosity 12 chromosomal region 3 protein)	MANSC1 LOH12CR3 UNQ316/PRO361	Homo sapiens (Human)	431	ENSG00000111261	ENSG00000111261 -> Q9H8J5-1;Q9H8J5-2
Q12986	NFX1_HUMAN	Transcriptional repressor NF-X1 (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)	NFX1 NFX2	Homo sapiens (Human)	1120	ENSG00000086102	ENSG00000086102 -> Q12986-1;Q12986-3
O94822	LTN1_HUMAN	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294)	LTN1 C21orf10 C21orf98 KIAA0714 RNF160 ZNF294 HSPC087	Homo sapiens (Human)	1766	ENSG00000198862	ENSG00000198862 -> O94822-1;O94822-3
P49759	CLK1_HUMAN	Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1)	CLK1 CLK	Homo sapiens (Human)	484	ENSG00000013441	ENSG00000013441 -> P49759-1;P49759-2;P49759-3
Q92993	KAT5_HUMAN	Histone acetyltransferase KAT5 (EC 2.3.1.48) (60 kDa Tat-interactive protein) (Tip60) (Histone acetyltransferase HTATIP) (HIV-1 Tat interactive protein) (Lysine acetyltransferase 5) (cPLA(2)-interacting protein)	KAT5 HTATIP TIP60	Homo sapiens (Human)	513	ENSG00000172977	ENSG00000172977 -> Q92993-1;Q92993-2;Q92993-3;Q92993-4
O95274	LYPD3_HUMAN	Ly6/PLAUR domain-containing protein 3 (GPI-anchored metastasis-associated protein C4.4A homolog) (Matrigel-induced gene C4 protein) (MIG-C4)	LYPD3 C4.4A UNQ491/PRO1007	Homo sapiens (Human)	346	ENSG00000124466	
O14657	TOR1B_HUMAN	Torsin-1B (Torsin ATPase-1B) (EC 3.6.4.-) (Torsin family 1 member B)	TOR1B DQ1 FKSG18	Homo sapiens (Human)	336	ENSG00000136816	
Q8IZD4	DCP1B_HUMAN	mRNA-decapping enzyme 1B (EC 3.-.-.-)	DCP1B	Homo sapiens (Human)	617	ENSG00000151065	ENSG00000151065 -> Q8IZD4-1
Q6P0Q8	MAST2_HUMAN	Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1)	MAST2 KIAA0807 MAST205	Homo sapiens (Human)	1798	ENSG00000086015	ENSG00000086015 -> Q6P0Q8-1
Q96Q15	SMG1_HUMAN	Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (61E3.4) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein)	SMG1 ATX KIAA0421 LIP	Homo sapiens (Human)	3661	ENSG00000157106	ENSG00000157106 -> Q96Q15-1
P78395	PRAME_HUMAN	Melanoma antigen preferentially expressed in tumors (Opa-interacting protein 4) (OIP-4) (Preferentially expressed antigen of melanoma)	PRAME MAPE OIP4	Homo sapiens (Human)	509	ENSG00000185686	
O75865	TPC6A_HUMAN	Trafficking protein particle complex subunit 6A (TRAPP complex subunit 6A)	TRAPPC6A HSPC289	Homo sapiens (Human)	159	ENSG00000007255	ENSG00000007255 -> O75865-1;O75865-2;O75865-3;O75865-4
Q8WWA0	ITLN1_HUMAN	Intelectin-1 (ITLN-1) (Endothelial lectin HL-1) (Galactofuranose-binding lectin) (Intestinal lactoferrin receptor) (Omentin)	ITLN1 INTL ITLN LFR UNQ640/PRO1270	Homo sapiens (Human)	313	ENSG00000179914	
Q9HAD4	WDR41_HUMAN	WD repeat-containing protein 41	WDR41 MSTP048	Homo sapiens (Human)	459	ENSG00000164253	ENSG00000164253 -> Q9HAD4-1;Q9HAD4-2
P54132	BLM_HUMAN	Bloom syndrome protein (EC 3.6.4.12) (DNA helicase, RecQ-like type 2) (RecQ2) (RecQ protein-like 3)	BLM RECQ2 RECQL3	Homo sapiens (Human)	1417	ENSG00000197299	
Q9P0U3	SENP1_HUMAN	Sentrin-specific protease 1 (EC 3.4.22.-) (Sentrin/SUMO-specific protease SENP1)	SENP1	Homo sapiens (Human)	644	ENSG00000079387	ENSG00000079387 -> Q9P0U3-1;Q9P0U3-2
Q709F0	ACD11_HUMAN	Acyl-CoA dehydrogenase family member 11 (ACAD-11) (EC 1.3.8.-)	ACAD11	Homo sapiens (Human)	780	ENSG00000240303	ENSG00000240303 -> Q709F0-1
Q9NXX6	NSE4A_HUMAN	Non-structural maintenance of chromosomes element 4 homolog A (NS4EA) (Non-SMC element 4 homolog A)	NSMCE4A C10orf86 PP4762	Homo sapiens (Human)	385	ENSG00000107672	ENSG00000107672 -> Q9NXX6-1;Q9NXX6-2
Q13615	MTMR3_HUMAN	Myotubularin-related protein 3 (EC 3.1.3.48) (FYVE domain-containing dual specificity protein phosphatase 1) (FYVE-DSP1) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64) (Zinc finger FYVE domain-containing protein 10)	MTMR3 KIAA0371 ZFYVE10	Homo sapiens (Human)	1198	ENSG00000100330	ENSG00000100330 -> Q13615-1;Q13615-2;Q13615-3
Q96RL7	VP13A_HUMAN	Vacuolar protein sorting-associated protein 13A (Chorea-acanthocytosis protein) (Chorein)	VPS13A CHAC KIAA0986	Homo sapiens (Human)	3174	ENSG00000197969	ENSG00000197969 -> Q96RL7-1;Q96RL7-2;Q96RL7-3;Q96RL7-4
Q15047	SETB1_HUMAN	Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.-) (ERG-associated protein with SET domain) (ESET) (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (Lysine N-methyltransferase 1E) (SET domain bifurcated 1)	SETDB1 ESET KIAA0067 KMT1E	Homo sapiens (Human)	1291	ENSG00000143379	ENSG00000143379 -> Q15047-1;Q15047-2;Q15047-3
P54274	TERF1_HUMAN	Telomeric repeat-binding factor 1 (NIMA-interacting protein 2) (TTAGGG repeat-binding factor 1) (Telomeric protein Pin2/TRF1)	TERF1 PIN2 TRBF1 TRF TRF1	Homo sapiens (Human)	439	ENSG00000147601	ENSG00000147601 -> P54274-1;P54274-2
O15119	TBX3_HUMAN	T-box transcription factor TBX3 (T-box protein 3)	TBX3	Homo sapiens (Human)	743	ENSG00000135111	ENSG00000135111 -> O15119-1;O15119-2
Q9H869	YYAP1_HUMAN	YY1-associated protein 1 (Hepatocellular carcinoma susceptibility protein) (Hepatocellular carcinoma-associated protein 2)	YY1AP1 HCCA2 YY1AP	Homo sapiens (Human)	796	ENSG00000163374	ENSG00000163374 -> Q9H869-1;Q9H869-2;Q9H869-3;Q9H869-4;Q9H869-6;Q9H869-8;Q9H869-9
Q9H9G7	AGO3_HUMAN	Protein argonaute-3 (Argonaute3) (hAgo3) (EC 3.1.26.n2) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3)	AGO3 EIF2C3	Homo sapiens (Human)	860	ENSG00000126070	ENSG00000126070 -> Q9H9G7-1;Q9H9G7-2
P08581	MET_HUMAN	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Homo sapiens (Human)	1390	ENSG00000105976	ENSG00000105976 -> P08581-1;P08581-2;P08581-3
Q969S8	HDA10_HUMAN	Polyamine deacetylase HDAC10 (EC 3.5.1.48) (EC 3.5.1.62) (Histone deacetylase 10) (HD10)	HDAC10	Homo sapiens (Human)	669	ENSG00000100429	ENSG00000100429 -> Q969S8-1;Q969S8-2;Q969S8-5
Q309B1	TR16L_HUMAN	Tripartite motif-containing protein 16-like protein (Tripartite motif-containing protein 70)	TRIM16L TRIM70	Homo sapiens (Human)	348	ENSG00000108448	ENSG00000108448 -> Q309B1-1
Q9NRC8	SIR7_HUMAN	NAD-dependent protein deacetylase sirtuin-7 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-7) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 7) (SIR2-like protein 7)	SIRT7 SIR2L7	Homo sapiens (Human)	400	ENSG00000187531	ENSG00000187531 -> Q9NRC8-1
P22607	FGFR3_HUMAN	Fibroblast growth factor receptor 3 (FGFR-3) (EC 2.7.10.1) (CD antigen CD333)	FGFR3 JTK4	Homo sapiens (Human)	806	ENSG00000068078	ENSG00000068078 -> P22607-1;P22607-2;P22607-3
Q9H3D4	P63_HUMAN	Tumor protein 63 (p63) (Chronic ulcerative stomatitis protein) (CUSP) (Keratinocyte transcription factor KET) (Transformation-related protein 63) (TP63) (Tumor protein p73-like) (p73L) (p40) (p51)	TP63 KET P63 P73H P73L TP73L	Homo sapiens (Human)	680	ENSG00000073282	ENSG00000073282 -> Q9H3D4-1;Q9H3D4-10;Q9H3D4-11;Q9H3D4-12;Q9H3D4-2;Q9H3D4-3;Q9H3D4-4;Q9H3D4-5;Q9H3D4-6;Q9H3D4-7;Q9H3D4-8
Q9NYZ3	GTSE1_HUMAN	G2 and S phase-expressed protein 1 (GTSE-1) (Protein B99 homolog)	GTSE1	Homo sapiens (Human)	720	ENSG00000075218	
O60870	KIN17_HUMAN	DNA/RNA-binding protein KIN17 (Binding to curved DNA) (KIN, antigenic determinant of recA protein homolog)	KIN BTCD KIN17	Homo sapiens (Human)	393	ENSG00000151657	ENSG00000151657 -> O60870-1
Q8WVM0	TFB1M_HUMAN	Dimethyladenosine transferase 1, mitochondrial (EC 2.1.1.-) (Mitochondrial 12S rRNA dimethylase 1) (Mitochondrial transcription factor B1) (h-mtTFB) (h-mtTFB1) (hTFB1M) (mtTFB1) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1)	TFB1M CGI-75	Homo sapiens (Human)	346	ENSG00000029639	
Q9BVQ7	SPA5L_HUMAN	Spermatogenesis-associated protein 5-like protein 1	SPATA5L1	Homo sapiens (Human)	753	ENSG00000171763	ENSG00000171763 -> Q9BVQ7-1;Q9BVQ7-2
Q8IWV8	UBR2_HUMAN	E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (N-recognin-2) (RING-type E3 ubiquitin transferase UBR2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II)	UBR2 C6orf133 KIAA0349	Homo sapiens (Human)	1755	ENSG00000024048	ENSG00000024048 -> Q8IWV8-1;Q8IWV8-2;Q8IWV8-4
Q9Y3C7	MED31_HUMAN	Mediator of RNA polymerase II transcription subunit 31 (Mediator complex subunit 31) (Mediator complex subunit SOH1) (hSOH1)	MED31 SOH1 CGI-125	Homo sapiens (Human)	131	ENSG00000108590	
Q5T3J3	LRIF1_HUMAN	Ligand-dependent nuclear receptor-interacting factor 1 (HP1-binding protein enriched in inactive X chromosome protein 1) (HBiX1) (Receptor-interacting factor 1)	LRIF1 C1orf103 RIF1	Homo sapiens (Human)	769	ENSG00000121931	ENSG00000121931 -> Q5T3J3-1;Q5T3J3-2
Q9UN19	DAPP1_HUMAN	Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide (hDAPP1) (B lymphocyte adapter protein Bam32) (B-cell adapter molecule of 32 kDa)	DAPP1 BAM32 HSPC066	Homo sapiens (Human)	280	ENSG00000070190	ENSG00000070190 -> Q9UN19-1
Q5TEJ8	THMS2_HUMAN	Protein THEMIS2 (Induced by contact to basement membrane 1 protein) (Protein ICB-1) (Thymocyte-expressed molecule involved in selection protein 2)	THEMIS2 C1orf38 ICB1	Homo sapiens (Human)	643	ENSG00000130775	ENSG00000130775 -> Q5TEJ8-1;Q5TEJ8-2;Q5TEJ8-4;Q5TEJ8-5
Q9UQL6	HDAC5_HUMAN	Histone deacetylase 5 (HD5) (EC 3.5.1.98) (Antigen NY-CO-9)	HDAC5 KIAA0600	Homo sapiens (Human)	1122	ENSG00000108840	ENSG00000108840 -> Q9UQL6-1;Q9UQL6-2;Q9UQL6-3
P78357	CNTP1_HUMAN	Contactin-associated protein 1 (Caspr) (Caspr1) (Neurexin IV) (Neurexin-4) (p190)	CNTNAP1 CASPR NRXN4	Homo sapiens (Human)	1384	ENSG00000108797	
P05423	RPC4_HUMAN	DNA-directed RNA polymerase III subunit RPC4 (RNA polymerase III subunit C4) (DNA-directed RNA polymerase III subunit D) (Protein BN51) (RNA polymerase III 47 kDa subunit) (RPC53 homolog)	POLR3D BN51 BN51T	Homo sapiens (Human)	398	ENSG00000168495	
Q9H6S0	YTDC2_HUMAN	3'-5' RNA helicase YTHDC2 (EC 3.6.4.13) (YTH domain-containing protein 2) (hYTHDC2)	YTHDC2	Homo sapiens (Human)	1430	ENSG00000047188	
Q9BYW2	SETD2_HUMAN	Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.359) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP)	SETD2 HIF1 HYPB KIAA1732 KMT3A SET2 HSPC069	Homo sapiens (Human)	2564	ENSG00000181555	ENSG00000181555 -> Q9BYW2-1
Q13371	PHLP_HUMAN	Phosducin-like protein (PHLP)	PDCL PHLOP1 PhLP1	Homo sapiens (Human)	301	ENSG00000136940	ENSG00000136940 -> Q13371-1
Q96ME1	FXL18_HUMAN	F-box/LRR-repeat protein 18 (F-box and leucine-rich repeat protein 18)	FBXL18 FBL18	Homo sapiens (Human)	805	ENSG00000155034	ENSG00000155034 -> Q96ME1-2;Q96ME1-3;Q96ME1-4
O43379	WDR62_HUMAN	WD repeat-containing protein 62	WDR62 C19orf14	Homo sapiens (Human)	1518	ENSG00000075702	ENSG00000075702 -> O43379-1;O43379-2;O43379-4
Q9NUG6	PDRG1_HUMAN	p53 and DNA damage-regulated protein 1	PDRG1 C20orf126 PDRG	Homo sapiens (Human)	133	ENSG00000088356	
Q14146	URB2_HUMAN	Unhealthy ribosome biogenesis protein 2 homolog	URB2 KIAA0133	Homo sapiens (Human)	1524	ENSG00000135763	
Q01523	DEF5_HUMAN	Defensin-5 (Defensin, alpha 5) (HD5(20-94)) [Cleaved into: HD5(23-94); HD5(29-94); HD5(56-94); HD5(63-94)]	DEFA5 DEF5	Homo sapiens (Human)	94	ENSG00000164816	
O15431	COPT1_HUMAN	High affinity copper uptake protein 1 (Copper transporter 1) (hCTR1) (Solute carrier family 31 member 1)	SLC31A1 COPT1 CTR1	Homo sapiens (Human)	190	ENSG00000136868	
O43521	B2L11_HUMAN	Bcl-2-like protein 11 (Bcl2-L-11) (Bcl2-interacting mediator of cell death)	BCL2L11 BIM	Homo sapiens (Human)	198	ENSG00000153094	ENSG00000153094 -> O43521-1;O43521-10;O43521-11;O43521-14;O43521-16;O43521-17;O43521-2;O43521-4;O43521-5;O43521-7;O43521-8;O43521-9
Q8NCB2	CAMKV_HUMAN	CaM kinase-like vesicle-associated protein	CAMKV	Homo sapiens (Human)	501	ENSG00000164076	ENSG00000164076 -> Q8NCB2-1;Q8NCB2-2;Q8NCB2-3
O14727	APAF_HUMAN	Apoptotic protease-activating factor 1 (APAF-1)	APAF1 KIAA0413	Homo sapiens (Human)	1248	ENSG00000120868	ENSG00000120868 -> O14727-1;O14727-2;O14727-3;O14727-4;O14727-6
Q9P219	DAPLE_HUMAN	Protein Daple (Coiled-coil domain-containing protein 88C) (Dvl-associating protein with a high frequency of leucine residues) (hDaple) (Hook-related protein 2) (HkRP2)	CCDC88C DAPLE KIAA1509	Homo sapiens (Human)	2028	ENSG00000015133	ENSG00000015133 -> Q9P219-1
O75528	TADA3_HUMAN	Transcriptional adapter 3 (ADA3 homolog) (hADA3) (STAF54) (Transcriptional adapter 3-like) (ADA3-like protein)	TADA3 ADA3 TADA3L	Homo sapiens (Human)	432	ENSG00000171148	ENSG00000171148 -> O75528-1;O75528-2
P05129	KPCG_HUMAN	Protein kinase C gamma type (PKC-gamma) (EC 2.7.11.13)	PRKCG PKCG	Homo sapiens (Human)	697	ENSG00000126583	ENSG00000126583 -> P05129-1
Q9H492	MLP3A_HUMAN	Microtubule-associated proteins 1A/1B light chain 3A (Autophagy-related protein LC3 A) (Autophagy-related ubiquitin-like modifier LC3 A) (MAP1 light chain 3-like protein 1) (MAP1A/MAP1B light chain 3 A) (MAP1A/MAP1B LC3 A) (Microtubule-associated protein 1 light chain 3 alpha)	MAP1LC3A	Homo sapiens (Human)	121	ENSG00000101460	ENSG00000101460 -> Q9H492-1;Q9H492-2
P13805	TNNT1_HUMAN	Troponin T, slow skeletal muscle (TnTs) (Slow skeletal muscle troponin T) (sTnT)	TNNT1 TNT	Homo sapiens (Human)	278	ENSG00000105048	ENSG00000105048 -> P13805-1;P13805-2;P13805-3
O60921	HUS1_HUMAN	Checkpoint protein HUS1 (hHUS1)	HUS1	Homo sapiens (Human)	280	ENSG00000136273	ENSG00000136273 -> O60921-1;O60921-2
Q9NX18	SDHF2_HUMAN	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	SDHAF2 C11orf79 PGL2 SDH5	Homo sapiens (Human)	166	ENSG00000167985	
Q8IV38	ANKY2_HUMAN	Ankyrin repeat and MYND domain-containing protein 2	ANKMY2	Homo sapiens (Human)	441	ENSG00000106524	
Q9UQR0	SCML2_HUMAN	Sex comb on midleg-like protein 2	SCML2	Homo sapiens (Human)	700	ENSG00000102098	ENSG00000102098 -> Q9UQR0-1;Q9UQR0-2
Q8N122	RPTOR_HUMAN	Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	RPTOR KIAA1303 RAPTOR	Homo sapiens (Human)	1335	ENSG00000141564	ENSG00000141564 -> Q8N122-1;Q8N122-2;Q8N122-3
A5PLN9	TPC13_HUMAN	Trafficking protein particle complex subunit 13	TRAPPC13 C5orf44	Homo sapiens (Human)	417	ENSG00000113597	ENSG00000113597 -> A5PLN9-1;A5PLN9-2;A5PLN9-4;A5PLN9-5
Q9UGN5	PARP2_HUMAN	Poly [ADP-ribose] polymerase 2 (PARP-2) (hPARP-2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 2) (ARTD2) (DNA ADP-ribosyltransferase PARP2) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (pADPRT-2) (Protein poly-ADP-ribosyltransferase PARP2) (EC 2.4.2.-)	PARP2 ADPRT2 ADPRTL2	Homo sapiens (Human)	583	ENSG00000129484	ENSG00000129484 -> Q9UGN5-1;Q9UGN5-2
O15379	HDAC3_HUMAN	Histone deacetylase 3 (HD3) (EC 3.5.1.98) (RPD3-2) (SMAP45)	HDAC3	Homo sapiens (Human)	428	ENSG00000171720	ENSG00000171720 -> O15379-1
Q9C040	TRIM2_HUMAN	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING finger protein 86) (RING-type E3 ubiquitin transferase TRIM2)	TRIM2 KIAA0517 RNF86	Homo sapiens (Human)	744	ENSG00000109654	ENSG00000109654 -> Q9C040-1;Q9C040-2
Q9BRZ2	TRI56_HUMAN	E3 ubiquitin-protein ligase TRIM56 (EC 2.3.2.27) (RING finger protein 109) (RING-type E3 ubiquitin transferase TRIM56) (Tripartite motif-containing protein 56)	TRIM56 RNF109	Homo sapiens (Human)	755	ENSG00000169871	ENSG00000169871 -> Q9BRZ2-1
Q16566	KCC4_HUMAN	Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR)	CAMK4 CAMK CAMK-GR CAMKIV	Homo sapiens (Human)	473	ENSG00000152495	
Q9Y448	SKAP_HUMAN	Small kinetochore-associated protein (SKAP) (Kinetochore-localized astrin-binding protein) (Kinastrin) (Kinetochore-localized astrin/SPAG5-binding protein) (TRAF4-associated factor 1)	KNSTRN C15orf23 SKAP TRAF4AF1 HSD11	Homo sapiens (Human)	316	ENSG00000128944	ENSG00000128944 -> Q9Y448-1;Q9Y448-2;Q9Y448-3
Q9NWM8	FKB14_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP14 (PPIase FKBP14) (EC 5.2.1.8) (22 kDa FK506-binding protein) (22 kDa FKBP) (FKBP-22) (FK506-binding protein 14) (FKBP-14) (Rotamase)	FKBP14 FKBP22 UNQ322/PRO381	Homo sapiens (Human)	211	ENSG00000106080	
Q5SXM8	DNLZ_HUMAN	DNL-type zinc finger protein (Hsp70-escort protein 1) (HEP1) (mtHsp70-escort protein)	DNLZ C9orf151	Homo sapiens (Human)	178	ENSG00000213221	
Q8IW35	CEP97_HUMAN	Centrosomal protein of 97 kDa (Cep97) (Leucine-rich repeat and IQ domain-containing protein 2)	CEP97 LRRIQ2	Homo sapiens (Human)	865	ENSG00000182504	ENSG00000182504 -> Q8IW35-1
Q5VUA4	ZN318_HUMAN	Zinc finger protein 318 (Endocrine regulatory protein)	ZNF318 HRIHFB2436	Homo sapiens (Human)	2279	ENSG00000171467	ENSG00000171467 -> Q5VUA4-1;Q5VUA4-2
P78560	CRADD_HUMAN	Death domain-containing protein CRADD (Caspase and RIP adapter with death domain) (RIP-associated protein with a death domain)	CRADD RAIDD	Homo sapiens (Human)	199	ENSG00000169372	ENSG00000169372 -> P78560-1;P78560-2
Q6NUN9	ZN746_HUMAN	Zinc finger protein 746 (Parkin-interacting substrate) (PARIS)	ZNF746 PARIS	Homo sapiens (Human)	644	ENSG00000181220	ENSG00000181220 -> Q6NUN9-1;Q6NUN9-2
O75052	CAPON_HUMAN	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein (C-terminal PDZ ligand of neuronal nitric oxide synthase protein) (Nitric oxide synthase 1 adaptor protein)	NOS1AP CAPON KIAA0464	Homo sapiens (Human)	506	ENSG00000198929	ENSG00000198929 -> O75052-1;O75052-2;O75052-3
Q9BYM8	HOIL1_HUMAN	RanBP-type and C3HC4-type zinc finger-containing protein 1 (EC 2.3.2.31) (HBV-associated factor 4) (Heme-oxidized IRP2 ubiquitin ligase 1) (HOIL-1) (Hepatitis B virus X-associated protein 4) (RING finger protein 54) (RING-type E3 ubiquitin transferase HOIL-1) (Ubiquitin-conjugating enzyme 7-interacting protein 3)	RBCK1 C20orf18 RNF54 UBCE7IP3 XAP3 XAP4	Homo sapiens (Human)	510	ENSG00000125826	ENSG00000125826 -> Q9BYM8-1;Q9BYM8-3
Q9BT40	INP5K_HUMAN	Inositol polyphosphate 5-phosphatase K (EC 3.1.3.56) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86) (Phosphatidylinositol-4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Skeletal muscle and kidney-enriched inositol phosphatase)	INPP5K PPS SKIP	Homo sapiens (Human)	448	ENSG00000132376	ENSG00000132376 -> Q9BT40-1;Q9BT40-2
P05412	JUN_HUMAN	Transcription factor AP-1 (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (p39)	JUN	Homo sapiens (Human)	331	ENSG00000177606	
P25963	IKBA_HUMAN	NF-kappa-B inhibitor alpha (I-kappa-B-alpha) (IkB-alpha) (IkappaBalpha) (Major histocompatibility complex enhancer-binding protein MAD3)	NFKBIA IKBA MAD3 NFKBI	Homo sapiens (Human)	317	ENSG00000100906	
Q6NXR4	TTI2_HUMAN	TELO2-interacting protein 2	TTI2 C8orf41	Homo sapiens (Human)	508	ENSG00000129696	
